time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2014-12-22 1200,142.26,0,194.92,0.02,61.28,24.76,0.55
2014-12-22 1300,53.05,0,82.97,0.01,60.79,23.84,0.55
2014-12-22 1400,63.56,0,95.96,0.01,53.81,23.13,0.76
2014-12-22 1500,47.88,0,75.97,0.01,43.17,22.72,0.76
2014-12-22 1600,22.85,0,42.98,0,30.83,22.55,0.76
2014-12-22 1700,15.09,0,31.99,0,17.68,22.2,0.69
2014-12-22 1800,1.27,0,8.99,0,4.13,22.08,0.69
2014-12-22 1900,0,0,0,0,0,21.92,0.62
2014-12-22 2000,0,0,0,0,0,21.82,0.76
2014-12-22 2100,0,0,0,0,0,21.82,0.62
2014-12-22 2200,0,0,0,0,0,21.86,0.55
2014-12-22 2300,0,0,0,0,0,21.82,0.55
2014-12-23 0000,0,0,0,0,0,21.8,0.55
2014-12-23 0100,0,0,0,0,0,21.73,0.48
2014-12-23 0200,0,0,0,0,0,21.59,0.41
2014-12-23 0300,0,0,0,0,0,21.52,0.41
2014-12-23 0400,0,0,0,0,0,21.5,0.28
2014-12-23 0500,0,0,0,0,0,21.44,0.14
2014-12-23 0600,0,0,0,0,0,21.4,0.07
2014-12-23 0700,4.89,0,15.99,0,5.82,21.4,0.14
2014-12-23 0800,10.43,0,24.98,0,19.34,21.49,0.14
2014-12-23 0900,25.1,0,45.98,0,32.42,21.98,0.21
2014-12-23 1000,38.65,0,63.97,0.01,44.61,22.19,0.28
2014-12-23 1100,48.73,0,76.97,0.01,54.94,22.36,0.48
2014-12-23 1200,66.14,0,98.96,0.01,61.26,22.48,0.55
2014-12-23 1300,88.65,0,126.95,0.01,60.83,22.59,0.62
2014-12-23 1400,97.66,0,137.94,0.01,53.89,22.38,0.62
2014-12-23 1500,37.12,0,61.98,0,43.26,22.21,0.55
2014-12-23 1600,36.34,0,60.98,0,30.93,22.22,0.28
2014-12-23 1700,18.51,0,36.99,0,17.78,22.79,0.21
2014-12-23 1800,1.72,0,9.99,0,4.24,22.32,0.34
2014-12-23 1900,0,0,0,0,0,22.12,0.34
2014-12-23 2000,0,0,0,0,0,22.11,0.34
2014-12-23 2100,0,0,0,0,0,22.06,0.55
2014-12-23 2200,0,0,0,0,0,22.04,0.69
2014-12-23 2300,0,0,0,0,0,21.98,0.76
2014-12-24 0000,0,0,0,0,0,21.92,0.9
2014-12-24 0100,0,0,0,0,0,21.84,0.83
2014-12-24 0200,0,0,0,0,0,21.68,0.9
2014-12-24 0300,0,0,0,0,0,21.57,0.9
2014-12-24 0400,0,0,0,0,0,21.52,0.83
2014-12-24 0500,0,0,0,0,0,21.45,0.83
2014-12-24 0600,0,0,0,0,0,21.42,0.83
2014-12-24 0700,4.89,0,15.99,0,5.72,21.63,0.55
2014-12-24 0800,13.05,0,28.98,0,19.24,22,0.21
2014-12-24 0900,62.97,0,94.96,0.01,32.32,22.22,0.21
2014-12-24 1000,83.93,0,122.95,0.01,44.53,25.85,0.28
2014-12-24 1100,69.58,0,103.96,0.01,54.88,24.11,0.62
2014-12-24 1200,116.97,0,162.93,0.01,61.25,23.94,0.41
2014-12-24 1300,107.21,0,150.94,0.01,60.87,24.17,0.48
2014-12-24 1400,135.21,0,185.93,0.01,53.97,24.92,1.03
2014-12-24 1500,96.15,0,136.95,0.01,43.36,23.78,0.55
2014-12-24 1600,112.51,0,156.94,0.01,31.04,23.44,0.62
2014-12-24 1700,73.1,3.21,105.01,0.01,17.89,23.21,0.62
2014-12-24 1800,0.82,0,7.99,0,4.35,23.09,0.55
2014-12-24 1900,0,0,0,0,0,22.86,0.62
2014-12-24 2000,0,0,0,0,0,22.72,0.55
2014-12-24 2100,0,0,0,0,0,22.52,0.62
2014-12-24 2200,0,0,0,0,0,22.4,0.76
2014-12-24 2300,0,0,0,0,0,22.35,0.62
2014-12-25 0000,0,0,0,0,0,22.35,0.62
2014-12-25 0100,0,0,0,0,0,22.3,0.69
2014-12-25 0200,0,0,0,0,0,22.44,0.69
2014-12-25 0300,0,0,0,0,0,22.56,0.41
2014-12-25 0400,0,0,0,0,0,22.5,0.41
2014-12-25 0500,0,0,0,0,0,22.52,0.28
2014-12-25 0600,0,0,0,0,0,22.73,0.14
2014-12-25 0700,4.29,0,14.99,0,5.62,22.86,0.07
2014-12-25 0800,19.12,0,37.97,0,19.14,23.61,0
2014-12-25 0900,93.82,0,133.95,0.01,32.23,23.25,0.07
2014-12-25 1000,236.81,15.31,297.98,0.02,44.45,23.65,0.07
2014-12-25 1100,385.23,95.82,415.53,0.04,54.83,25.72,0.41
2014-12-25 1200,285.77,12.24,366.93,0.03,61.24,25.63,0.48
2014-12-25 1300,188.78,0,252.9,0.02,60.93,24.67,0.69
2014-12-25 1400,336.92,49.16,391.26,0.03,54.06,24.11,0.97
2014-12-25 1500,264.11,30.89,316.17,0.03,43.47,24.06,0.62
2014-12-25 1600,166.49,12.48,212.06,0.02,31.14,24.37,0.62
2014-12-25 1700,75.97,4.27,108.03,0.01,18,24.09,0.62
2014-12-25 1800,5.39,0,16.99,0,4.46,23.73,0.76
2014-12-25 1900,0,0,0,0,0,23.39,0.97
2014-12-25 2000,0,0,0,0,0,23.09,0.9
2014-12-25 2100,0,0,0,0,0,22.78,0.62
2014-12-25 2200,0,0,0,0,0,22.72,0.41
2014-12-25 2300,0,0,0,0,0,22.65,0.41
2014-12-26 0000,0,0,0,0,0,22.58,0.41
2014-12-26 0100,0,0,0,0,0,22.42,0.69
2014-12-26 0200,0,0,0,0,0,21.86,0.83
2014-12-26 0300,0,0,0,0,0,21.62,0.97
2014-12-26 0400,0,0,0,0,0,21.78,0.97
2014-12-26 0500,0,0,0,0,0,21.86,0.9
2014-12-26 0600,0,0,0,0,0,21.83,0.69
2014-12-26 0700,10.4,0,24.98,0,5.51,22.15,0.83
2014-12-26 0800,10.38,0,24.98,0,19.04,22.5,1.24
2014-12-26 0900,25.01,0,45.98,0,32.14,22.99,1.52
2014-12-26 1000,38.43,0,63.97,0.01,44.38,23.58,1.38
2014-12-26 1100,55.95,0,86.97,0.01,54.78,24.9,1.03
2014-12-26 1200,63.94,0,96.96,0.01,61.24,24.41,0.76
2014-12-26 1300,71.58,0,106.96,0.01,60.99,25.13,0.55
2014-12-26 1400,91.11,0,130.95,0.01,54.15,24.01,0.21
2014-12-26 1500,98.08,0,139.94,0.01,43.57,24.73,0.48
2014-12-26 1600,52.81,0,82.97,0.01,31.25,24.73,0.55
2014-12-26 1700,29.32,0,51.98,0,18.11,23.61,0.41
2014-12-26 1800,0.43,0,7,0,4.57,23.02,0.07
2014-12-26 1900,0,0,0,0,0,22.36,0.62
2014-12-26 2000,0,0,0,0,0,21.96,0.69
2014-12-26 2100,0,0,0,0,0,21.73,0.62
2014-12-26 2200,0,0,0,0,0,21.58,0.62
2014-12-26 2300,0,0,0,0,0,21.32,0.55
2014-12-27 0000,0,0,0,0,0,21.32,0.55
2014-12-27 0100,0,0,0,0,0,21.4,0.48
2014-12-27 0200,0,0,0,0,0,21.2,0.62
2014-12-27 0300,0,0,0,0,0,21.24,0.62
2014-12-27 0400,0,0,0,0,0,21.16,0.69
2014-12-27 0500,0,0,0,0,0,21.05,0.76
2014-12-27 0600,0,0,0,0,0,20.92,0.69
2014-12-27 0700,59.99,0,90.94,0.01,5.41,21.7,0.69
2014-12-27 0800,78.99,0,114.92,0.01,18.95,22.58,0.9
2014-12-27 0900,66.69,0,99.96,0.01,32.06,23.37,0.9
2014-12-27 1000,44.38,0,71.97,0.01,44.31,24.43,0.9
2014-12-27 1100,143.74,0,196.92,0.02,54.74,25,0.62
2014-12-27 1200,334.42,33.65,410.06,0.04,61.25,25.96,0.55
2014-12-27 1300,378.3,66.37,437.34,0.04,61.05,26.76,0.69
2014-12-27 1400,309.92,34.82,379.13,0.03,54.25,26.76,0.21
2014-12-27 1500,177.3,2.06,236.92,0.02,43.68,25.03,0.55
2014-12-27 1600,148.34,6.24,195.99,0.02,31.37,24.55,0.55
2014-12-27 1700,84.77,7.47,116.08,0.01,18.23,24.07,0.48
2014-12-27 1800,11.61,0,26.98,0,4.68,23.64,0.14
2014-12-27 1900,0,0,0,0,0,23.2,0.14
2014-12-27 2000,0,0,0,0,0,22.62,0.55
2014-12-27 2100,0,0,0,0,0,22.41,0.55
2014-12-27 2200,0,0,0,0,0,22.07,0.62
2014-12-27 2300,0,0,0,0,0,21.4,0.76
2014-12-28 0000,0,0,0,0,0,21.24,0.69
2014-12-28 0100,0,0,0,0,0,21.24,0.69
2014-12-28 0200,0,0,0,0,0,21.67,0.69
2014-12-28 0300,0,0,0,0,0,21.41,0.69
2014-12-28 0400,0,0,0,0,0,21.42,0.62
2014-12-28 0500,0,0,0,0,0,21.13,0.76
2014-12-28 0600,0,0,0,0,0,20.65,0.83
2014-12-28 0700,17.96,0,35.97,0,5.31,21.23,0.76
2014-12-28 0800,29.64,0,51.96,0,18.85,21.52,0.62
2014-12-28 0900,41.1,0,66.97,0.01,31.97,21.68,0.76
2014-12-28 1000,70.44,0,103.96,0.01,44.24,21.81,0.9
2014-12-28 1100,109.42,0,151.94,0.01,54.7,21.86,0.9
2014-12-28 1200,137.07,0,185.93,0.01,61.27,21.8,0.62
2014-12-28 1300,206.51,0,272.89,0.02,61.13,22.54,0.48
2014-12-28 1400,169.9,0,226.91,0.02,54.36,22.61,0.83
2014-12-28 1500,96.12,0,135.95,0.01,43.8,22.54,1.17
2014-12-28 1600,51.9,0,80.97,0.01,31.48,22.49,1.1
2014-12-28 1700,34.09,0,57.98,0,18.34,22.25,1.1
2014-12-28 1800,5.46,0,16.99,0,4.79,21.9,1.03
2014-12-28 1900,0,0,0,0,0,21.61,0.83
2014-12-28 2000,0,0,0,0,0,21.4,0.83
2014-12-28 2100,0,0,0,0,0,21.33,0.9
2014-12-28 2200,0,0,0,0,0,21.11,0.69
2014-12-28 2300,0,0,0,0,0,20.96,0.83
2014-12-29 0000,0,0,0,0,0,20.88,0.9
2014-12-29 0100,0,0,0,0,0,20.75,0.83
2014-12-29 0200,0,0,0,0,0,20.87,0.62
2014-12-29 0300,0,0,0,0,0,20.94,0.48
2014-12-29 0400,0,0,0,0,0,20.92,1.03
2014-12-29 0500,0,0,0,0,0,20.88,0.83
2014-12-29 0600,0,0,0,0,0,20.88,0.83
2014-12-29 0700,4.34,0,14.99,0,5.21,21.08,0.69
2014-12-29 0800,9.8,0,23.98,0,18.76,21.29,0.76
2014-12-29 0900,24.47,0,44.98,0,31.9,21.32,0.69
2014-12-29 1000,37.98,0,62.97,0.01,44.18,21.8,0.76
2014-12-29 1100,77.74,0,112.95,0.01,54.67,21.73,0.9
2014-12-29 1200,83.9,0,120.95,0.01,61.29,22.47,0.83
2014-12-29 1300,80.9,0,116.95,0.01,61.21,21.92,0.9
2014-12-29 1400,84.24,0,120.95,0.01,54.47,21.83,1.17
2014-12-29 1500,93.23,0,131.95,0.01,43.91,21.52,0.76
2014-12-29 1600,58.36,0,88.96,0.01,31.6,22,0.9
2014-12-29 1700,23.73,0,43.98,0,18.45,21.4,1.1
2014-12-29 1800,6.68,0,18.99,0,4.9,21,1.31
2014-12-29 1900,0,0,0,0,0,20.65,1.31
2014-12-29 2000,0,0,0,0,0,20.41,1.1
2014-12-29 2100,0,0,0,0,0,20.17,0.97
2014-12-29 2200,0,0,0,0,0,19.95,0.97
2014-12-29 2300,0,0,0,0,0,19.89,0.76
2014-12-30 0000,0,0,0,0,0,19.93,0.9
2014-12-30 0100,0,0,0,0,0,19.69,1.03
2014-12-30 0200,0,0,0,0,0,19.59,0.9
2014-12-30 0300,0,0,0,0,0,19.44,1.03
2014-12-30 0400,0,0,0,0,0,19.59,0.9
2014-12-30 0500,0,0,0,0,0,19.55,0.97
2014-12-30 0600,0,0,0,0,0,19.6,0.97
2014-12-30 0700,34.45,0,57.96,0,5.12,20.01,0.69
2014-12-30 0800,43.68,0,69.95,0.01,18.67,20.69,1.31
2014-12-30 0900,24.42,0,44.98,0,31.82,21.76,1.1
2014-12-30 1000,123.59,0,169.93,0.01,44.13,23.12,1.45
2014-12-30 1100,462.28,194.67,409.22,0.05,54.65,23.4,1.03
2014-12-30 1200,391.24,70.34,440.33,0.04,61.32,24.77,1.66
2014-12-30 1300,284.74,11.23,362.93,0.03,61.29,25.24,1.45
2014-12-30 1400,285.42,18.43,356,0.03,54.58,25.25,1.59
2014-12-30 1500,316.08,69.98,343.58,0.03,44.04,25.51,1.45
2014-12-30 1600,117.5,1.04,162.94,0.01,31.72,25.04,1.1
2014-12-30 1700,66.29,1.07,98.97,0.01,18.57,24.68,1.17
2014-12-30 1800,9.02,0,22.98,0,5.01,23.91,0.97
2014-12-30 1900,0,0,0,0,0,22.8,0.76
2014-12-30 2000,0,0,0,0,0,22.51,0.55
2014-12-30 2100,0,0,0,0,0,22.57,0.48
2014-12-30 2200,0,0,0,0,0,21.91,0.62
2014-12-30 2300,0,0,0,0,0,21.12,0.76
2014-12-31 0000,0,0,0,0,0,20.44,0.9
2014-12-31 0100,0,0,0,0,0,19.98,0.97
2014-12-31 0200,0,0,0,0,0,20.47,0.9
2014-12-31 0300,0,0,0,0,0,20.38,0.9
2014-12-31 0400,0,0,0,0,0,20.17,0.9
2014-12-31 0500,0,0,0,0,0,20.11,0.9
2014-12-31 0600,0,0,0,0,0,20.22,0.69
2014-12-31 0700,55.69,0,84.94,0.01,5.02,20.05,0.83
2014-12-31 0800,75.03,0,109.92,0.01,18.59,22.22,0.55
2014-12-31 0900,355.01,268.44,192.66,0.04,31.75,23.19,0.9
2014-12-31 1000,437.52,258.17,312.61,0.04,44.07,24.82,1.24
2014-12-31 1100,341.56,51.98,397.2,0.04,54.63,25.83,1.24
2014-12-31 1200,267.24,7.14,346.9,0.03,61.36,26.09,1.1
2014-12-31 1300,551.68,339.93,402.21,0.06,61.39,26.72,0.97
2014-12-31 1400,196.48,0,264.89,0.02,54.7,26.95,1.03
2014-12-31 1500,208.74,7.2,272.95,0.02,44.16,27.03,1.17
2014-12-31 1600,178.17,16.63,224.1,0.02,31.84,26.33,1.03
2014-12-31 1700,125.13,34.08,141.6,0.01,18.69,24.88,1.17
2014-12-31 1800,14.25,0,30.98,0,5.12,24.04,0.9
2014-12-31 1900,0,0,0,0,0,23.51,0.76
2014-12-31 2000,0,0,0,0,0,23.03,0.55
2014-12-31 2100,0,0,0,0,0,22.85,0.48
2014-12-31 2200,0,0,0,0,0,22.64,0.34
2014-12-31 2300,0,0,0,0,0,22.49,0.28
2015-01-01 0000,0,0,0,0,0,21.95,0.62
2015-01-01 0100,0,0,0,0,0,20.93,0.83
2015-01-01 0200,0,0,0,0,0,20.68,0.76
2015-01-01 0300,0,0,0,0,0,20.29,0.83
2015-01-01 0400,0,0,0,0,0,19.9,0.9
2015-01-01 0500,0,0,0,0,0,19.74,0.9
2015-01-01 0600,0,0,0,0,0,19.78,0.83
2015-01-01 0700,27.49,0,48.82,0,4.9,20.11,0.76
2015-01-01 0800,59.96,0,90.94,0.01,18.49,21.96,1.1
2015-01-01 0900,232.75,50.2,253.33,0.02,31.66,23.07,1.86
2015-01-01 1000,472.17,322.44,288.88,0.05,44.02,24.56,1.93
2015-01-01 1100,464.14,193.62,414.22,0.05,54.62,25.76,1.86
2015-01-01 1200,485.88,188.57,454.21,0.05,61.42,26.53,1.66
2015-01-01 1300,471.91,170.46,457.16,0.05,61.51,26.9,1.31
2015-01-01 1400,435.42,149.45,422.15,0.05,54.86,26.15,1.72
2015-01-01 1500,247.9,19.55,308.05,0.03,44.32,26.31,1.79
2015-01-01 1600,244.96,65.45,257.77,0.03,32,26.21,1.86
2015-01-01 1700,61.28,0,93.96,0.01,18.84,25.52,1.17
2015-01-01 1800,9.61,0,23.98,0,5.26,24.6,0.9
2015-01-01 1900,0,0,0,0,0,23.62,0.69
2015-01-01 2000,0,0,0,0,0,23.04,0.69
2015-01-01 2100,0,0,0,0,0,22.56,0.76
2015-01-01 2200,0,0,0,0,0,22.25,0.76
2015-01-01 2300,0,0,0,0,0,21.65,0.83
2015-01-02 0000,0,0,0,0,0,21.09,0.97
2015-01-02 0100,0,0,0,0,0,20.95,0.97
2015-01-02 0200,0,0,0,0,0,20.77,0.83
2015-01-02 0300,0,0,0,0,0,20.45,0.76
2015-01-02 0400,0,0,0,0,0,20.02,0.83
2015-01-02 0500,0,0,0,0,0,19.93,0.83
2015-01-02 0600,0,0,0,0,0,19.65,0.83
2015-01-02 0700,15.97,0,32.98,0,4.81,19.96,0.69
2015-01-02 0800,31.13,0,53.96,0,18.41,21.66,0.69
2015-01-02 0900,325.84,191.56,230.39,0.03,31.6,22.82,1.1
2015-01-02 1000,453.45,285.68,304.74,0.05,43.97,24.08,1.17
2015-01-02 1100,234.22,4.08,305.9,0.02,54.62,24.81,0.97
2015-01-02 1200,279,9.17,359.91,0.03,61.47,25.42,0.76
2015-01-02 1300,366.55,50.01,432.2,0.04,61.62,25.01,0.97
2015-01-02 1400,410.34,115.65,422.85,0.04,54.99,25.81,1.52
2015-01-02 1500,197.02,3.09,258.92,0.02,44.46,24.64,1.52
2015-01-02 1600,144.58,3.12,192.95,0.02,32.13,23.67,1.52
2015-01-02 1700,69.3,1.06,101.97,0.01,18.96,22.97,1.31
2015-01-02 1800,2.69,0,11.99,0,5.38,22.67,1.1
2015-01-02 1900,0,0,0,0,0,22.46,0.76
2015-01-02 2000,0,0,0,0,0,22.19,0.62
2015-01-02 2100,0,0,0,0,0,21.75,0.69
2015-01-02 2200,0,0,0,0,0,21.37,0.62
2015-01-02 2300,0,0,0,0,0,20.98,0.69
2015-01-03 0000,0,0,0,0,0,20.82,0.69
2015-01-03 0100,0,0,0,0,0,20.53,0.83
2015-01-03 0200,0,0,0,0,0,20.57,0.83
2015-01-03 0300,0,0,0,0,0,20.38,0.76
2015-01-03 0400,0,0,0,0,0,20.52,0.62
2015-01-03 0500,0,0,0,0,0,20.5,0.62
2015-01-03 0600,0,0,0,0,0,20.46,0.62
2015-01-03 0700,4.35,0,14.99,0,4.72,20.59,0.62
2015-01-03 0800,94.14,0,132.91,0.01,18.33,21.4,1.03
2015-01-03 0900,351.47,246.86,205.61,0.04,31.54,22.8,1.72
2015-01-03 1000,522.13,466.23,212,0.05,43.94,24.2,1.66
2015-01-03 1100,534.26,339.29,364.96,0.06,54.62,25.56,1.59
2015-01-03 1200,555.25,322.04,415.97,0.06,61.53,26.17,1.59
2015-01-03 1300,603.4,446.99,361.6,0.06,61.74,26.57,1.52
2015-01-03 1400,644.8,663.15,194.54,0.07,55.13,25.98,1.79
2015-01-03 1500,420.59,212.9,336.94,0.04,44.59,25.39,1.31
2015-01-03 1600,172.1,11.42,220.04,0.02,32.26,25.19,1.52
2015-01-03 1700,104.83,13.82,135.19,0.01,19.08,24.99,1.45
2015-01-03 1800,16.28,0,33.98,0,5.49,24.38,1.17
2015-01-03 1900,0,0,0,0,0,23.49,0.9
2015-01-03 2000,0,0,0,0,0,22.79,0.76
2015-01-03 2100,0,0,0,0,0,22.45,0.76
2015-01-03 2200,0,0,0,0,0,22.17,0.76
2015-01-03 2300,0,0,0,0,0,21.67,0.9
2015-01-04 0000,0,0,0,0,0,21.37,0.83
2015-01-04 0100,0,0,0,0,0,20.75,1.1
2015-01-04 0200,0,0,0,0,0,20.75,1.03
2015-01-04 0300,0,0,0,0,0,20.61,0.97
2015-01-04 0400,0,0,0,0,0,20.37,0.9
2015-01-04 0500,0,0,0,0,0,20.1,0.9
2015-01-04 0600,0,0,0,0,0,19.9,0.97
2015-01-04 0700,12.51,0,27.98,0,4.64,20.26,0.83
2015-01-04 0800,15.76,0,32.98,0,18.25,22.44,0.9
2015-01-04 0900,95.79,0,135.95,0.01,31.48,23.28,1.24
2015-01-04 1000,80.37,0,116.95,0.01,43.9,23.34,1.1
2015-01-04 1100,107.63,0,150.94,0.01,54.62,24.02,1.45
2015-01-04 1200,194.04,0,257.9,0.02,61.6,24.09,1.38
2015-01-04 1300,222.88,1.02,292.89,0.02,61.86,24.12,1.45
2015-01-04 1400,310.83,27.63,379.06,0.03,55.27,24.4,1.17
2015-01-04 1500,217.11,7.2,279.95,0.02,44.73,24.49,1.31
2015-01-04 1600,189.42,18.69,233.13,0.02,32.39,24.28,1.59
2015-01-04 1700,120.2,24.44,143.4,0.01,19.2,23.73,1.31
2015-01-04 1800,16.38,0,33.98,0,5.6,23.21,1.03
2015-01-04 1900,0,0,0,0,0,22.66,0.97
2015-01-04 2000,0,0,0,0,0,22.2,0.97
2015-01-04 2100,0,0,0,0,0,21.7,1.03
2015-01-04 2200,0,0,0,0,0,21.43,1.03
2015-01-04 2300,0,0,0,0,0,21.13,1.03
2015-01-05 0000,0,0,0,0,0,20.61,0.97
2015-01-05 0100,0,0,0,0,0,19.94,1.03
2015-01-05 0200,0,0,0,0,0,19.82,0.97
2015-01-05 0300,0,0,0,0,0,19.89,0.9
2015-01-05 0400,0,0,0,0,0,19.87,0.9
2015-01-05 0500,0,0,0,0,0,19.83,0.76
2015-01-05 0600,0,0,0,0,0,20,0.83
2015-01-05 0700,32.11,0,54.96,0,4.55,20.34,0.83
2015-01-05 0800,19.44,0,37.97,0,18.18,20.77,1.17
2015-01-05 0900,72.21,0,105.96,0.01,31.42,21.52,1.24
2015-01-05 1000,472.13,321.3,287.83,0.05,43.88,22.96,1.52
2015-01-05 1100,509.14,275.05,390.66,0.05,54.64,24.5,1.66
2015-01-05 1200,308.96,18.34,386.96,0.03,61.67,25.2,1.45
2015-01-05 1300,476.01,171.41,459.15,0.05,62,26.22,1.38
2015-01-05 1400,387.17,91.06,421.62,0.04,55.42,27.25,1.31
2015-01-05 1500,350.47,105.9,357.94,0.04,44.87,26.57,0.69
2015-01-05 1600,274.57,101.72,262.22,0.03,32.52,26.44,0.69
2015-01-05 1700,35.1,0,59.98,0,19.32,25,0.97
2015-01-05 1800,15.57,0,32.98,0,5.72,24.59,1.1
2015-01-05 1900,0,0,0,0,0,24.02,0.62
2015-01-05 2000,0,0,0,0,0,23.19,0.69
2015-01-05 2100,0,0,0,0,0,23.15,0.55
2015-01-05 2200,0,0,0,0,0,22.61,0.9
2015-01-05 2300,0,0,0,0,0,22.25,0.9
2015-01-06 0000,0,0,0,0,0,21.99,0.9
2015-01-06 0100,0,0,0,0,0,21.58,0.9
2015-01-06 0200,0,0,0,0,0,21.54,0.9
2015-01-06 0300,0,0,0,0,0,21.41,0.83
2015-01-06 0400,0,0,0,0,0,21.1,0.83
2015-01-06 0500,0,0,0,0,0,20.78,0.9
2015-01-06 0600,0,0,0,0,0,20.74,0.83
2015-01-06 0700,45.11,0,71.95,0.01,4.47,21.13,0.83
2015-01-06 0800,97.57,0,137.9,0.01,18.11,22.67,0.9
2015-01-06 0900,320.49,185.34,230.33,0.03,31.37,23.29,1.24
2015-01-06 1000,489.11,376.34,260.95,0.05,43.85,24.42,1.38
2015-01-06 1100,328.54,40.74,391.11,0.03,54.66,25.88,1.38
2015-01-06 1200,321.17,24.45,401.99,0.03,61.75,26.9,0.97
2015-01-06 1300,266.23,6.12,349.9,0.03,62.13,27.19,0.62
2015-01-06 1400,378.08,76.72,417.48,0.04,55.57,25.22,1.59
2015-01-06 1500,228.24,10.28,289.97,0.02,45.02,24.15,1.52
2015-01-06 1600,25.54,0,46.98,0,32.65,24.43,1.17
2015-01-06 1700,10.93,0,25.99,0,19.45,24.12,0.62
2015-01-06 1800,17.01,0,34.98,0,5.83,23.79,0.41
2015-01-06 1900,0,0,0,0,0,23.02,0.48
2015-01-06 2000,0,0,0,0,0,22.33,0.55
2015-01-06 2100,0,0,0,0,0,21.99,0.69
2015-01-06 2200,0,0,0,0,0,21.38,0.9
2015-01-06 2300,0,0,0,0,0,21.14,0.9
2015-01-07 0000,0,0,0,0,0,20.92,0.9
2015-01-07 0100,0,0,0,0,0,21.11,0.83
2015-01-07 0200,0,0,0,0,0,21.42,0.76
2015-01-07 0300,0,0,0,0,0,21.49,0.76
2015-01-07 0400,0,0,0,0,0,21.42,0.76
2015-01-07 0500,0,0,0,0,0,21.36,0.76
2015-01-07 0600,0,0,0,0,0,21.26,0.76
2015-01-07 0700,3.78,0,13.99,0,4.38,21.36,0.9
2015-01-07 0800,12.37,0,27.98,0,18.05,22.25,0.69
2015-01-07 0900,174.86,13.31,220.01,0.02,31.33,23.1,0.9
2015-01-07 1000,250.55,20.4,308.01,0.03,43.83,24.26,1.45
2015-01-07 1100,455.15,181.29,417.1,0.05,54.68,25.18,1.24
2015-01-07 1200,380.59,62.14,442.25,0.04,61.84,25.91,0.76
2015-01-07 1300,420.75,105.07,458.62,0.04,62.28,26.81,0.48
2015-01-07 1400,289.82,18.41,361.99,0.03,55.73,25.21,1.45
2015-01-07 1500,204.78,5.14,268.93,0.02,45.17,26.18,1.17
2015-01-07 1600,165.62,8.3,215,0.02,32.79,24.62,1.03
2015-01-07 1700,33.73,0,57.98,0,19.57,24.26,1.1
2015-01-07 1800,19.2,0,37.97,0,5.94,23.04,0.9
2015-01-07 1900,0,0,0,0,0,22.18,1.03
2015-01-07 2000,0,0,0,0,0,21.82,0.97
2015-01-07 2100,0,0,0,0,0,21.73,0.83
2015-01-07 2200,0,0,0,0,0,21.51,0.83
2015-01-07 2300,0,0,0,0,0,21.5,0.76
2015-01-08 0000,0,0,0,0,0,21.42,0.9
2015-01-08 0100,0,0,0,0,0,21.25,0.83
2015-01-08 0200,0,0,0,0,0,21.23,0.83
2015-01-08 0300,0,0,0,0,0,21.1,0.76
2015-01-08 0400,0,0,0,0,0,21.1,0.48
2015-01-08 0500,0,0,0,0,0,21.05,0.41
2015-01-08 0600,0,0,0,0,0,21.27,0.34
2015-01-08 0700,3.77,0,13.99,0,4.31,21.49,0.48
2015-01-08 0800,15.81,0,32.98,0,17.98,21.75,0.62
2015-01-08 0900,49.6,0,77.97,0.01,31.28,22.16,0.9
2015-01-08 1000,66.11,0,98.96,0.01,43.82,22.64,0.69
2015-01-08 1100,110.23,0,153.94,0.01,54.71,23.21,0.69
2015-01-08 1200,119.21,0,165.93,0.01,61.94,24.47,0.69
2015-01-08 1300,115.27,0,160.94,0.01,62.43,24.31,0.69
2015-01-08 1400,92.73,0,131.95,0.01,55.89,22.33,0.34
2015-01-08 1500,76.76,0,111.96,0.01,45.32,21.93,0.48
2015-01-08 1600,82.28,0,118.95,0.01,32.93,22.51,0.9
2015-01-08 1700,35.66,0,59.98,0,19.69,21.95,0.83
2015-01-08 1800,11.09,0,25.98,0,6.05,21.49,0.97
2015-01-08 1900,0,0,0,0,0,21.15,0.97
2015-01-08 2000,0,0,0,0,0,20.95,0.9
2015-01-08 2100,0,0,0,0,0,20.77,0.76
2015-01-08 2200,0,0,0,0,0,20.71,0.69
2015-01-08 2300,0,0,0,0,0,20.29,0.76
2015-01-09 0000,0,0,0,0,0,19.91,0.9
2015-01-09 0100,0,0,0,0,0,19.69,0.97
2015-01-09 0200,0,0,0,0,0,19.7,0.83
2015-01-09 0300,0,0,0,0,0,19.75,0.83
2015-01-09 0400,0,0,0,0,0,19.57,0.76
2015-01-09 0500,0,0,0,0,0,19.37,0.76
2015-01-09 0600,0,0,0,0,0,19.49,0.83
2015-01-09 0700,21.68,0,40.97,0,4.23,20.1,0.76
2015-01-09 0800,61.09,0,91.93,0.01,17.92,20.72,0.69
2015-01-09 0900,144.36,4.09,189.95,0.02,31.24,21.04,0.76
2015-01-09 1000,211.99,6.12,271.93,0.02,43.81,22.18,1.1
2015-01-09 1100,229.4,3.05,297.9,0.02,54.75,22.48,0.76
2015-01-09 1200,224,1.02,293.89,0.02,62.04,22.87,0.69
2015-01-09 1300,256.29,4.08,332.89,0.03,62.58,23.93,0.9
2015-01-09 1400,311.97,26.59,380.05,0.03,56.05,22.87,0.76
